node,insert-node_LocalVariable_Block,insert-node_If_Block,insert-node_Assignment_Block,insert-node_Catch_Try,insert-node_Invocation_Block,is_vul,delete-node_Invocation_LocalVariable,delete-node_Parameter_Method,insert-node_Invocation_LocalVariable,insert-node_Parameter_Method,insert-node_FieldRead_ConstructorCall,delete-node_Block_If,insert-node_BinaryOperator_If,delete-node_Invocation_ConstructorCall,insert-node_Invocation_ConstructorCall,delete-node_FieldRead_ConstructorCall,insert-node_Annotation_Parameter,delete-node_Annotation_Parameter,delete-node_TypeAccess_Invocation,insert-node_TypeAccess_Invocation,insert-node_TypeReference_Invocation,delete-node_TypeReference_Invocation,insert-node_VirtualElement_Annotation,delete-node_VirtualElement_Annotation,delete-node_Annotation_Method,delete-node_Catch_Try,delete-node_Invocation_BinaryOperator,insert-node_ConstructorCall_LocalVariable,update-node_TypeAccess_ThisAccess,delete-node_ConstructorCall_LocalVariable,insert-node_VariableRead_Invocation,insert-node_Block_If,insert-node_Annotation_Method,delete-node_Invocation_Block,delete-node_Invocation_Invocation,delete-node_If_Block,insert-node_ConstructorCall_Invocation,delete-node_LocalVariable_Block,delete-node_Invocation_Return,delete-node_VariableRead_Invocation,move-tree_BinaryOperator_LocalVariable,delete-node_Assignment_Block,move-tree_VariableRead_BinaryOperator,insert-node_FieldRead_Return,insert-node_Invocation_Invocation,move-tree_BinaryOperator_Assignment,delete-node_BinaryOperator_If,delete-node_ConstructorCall_Invocation,move-tree_UnaryOperator_BinaryOperator,insert-node_Invocation_Return,delete-node_FieldRead_Return
insert-node_FieldRead_ConstructorCall,0.006678062835549104,0.021604642818650065,0.002723271492171386,0.011144490888209726,-0.010065231223744156,-0.06957105746872684,-0.00944581578449859,-0.009943123764223549,-0.009308980392718432,0.008975229951179576,1.0,-0.007611097112094714,0.008144655906049967,-0.005485443972006798,0.015177940107644153,-0.005873883106327026,-0.004332707757753636,-0.003954211553477424,-0.009239845044289288,0.002661589690082271,-0.0034461654276765692,-0.003354083099585323,-0.0039542115534774,-0.003623368334460685,-0.00997544853104294,-0.0053694085025811225,-0.006819853931462847,-0.004259670334428402,-0.0025851505901927987,-0.005427730496627613,0.006966817820587211,-0.007484841598227927,8.122451101391649e-05,-0.011523177370050867,-0.00833140906000051,-0.009628140666793465,-0.0061878520424524415,-0.009453020824252995,0.005181108614618395,-0.006278037351744722,-0.005369408502581117,-0.013381135812498113,-0.010693671952335766,-0.0027377746930941425,0.014383397452223664,-0.003535868260897312,-0.0020296430276599705,-0.006388797032732694,-0.004185373587551569,-0.007611097112094714,-0.0032594196067309536
delete-node_Block_If,-0.015498838475304878,-0.009954854563522122,-0.01596001090335302,-0.007231266552454919,-0.02582313801920621,0.06399761369918891,0.015126927981195575,0.02167796399782603,-0.0023463309380391136,-0.00481260266621294,-0.007611097112094714,1.0,0.0023941872427441315,0.02361653749857344,-0.006106624856855736,-0.0071660505225667635,0.013865752600922928,-0.0048240796175556275,-0.002196408037594594,0.00813216108106846,-0.004204270857425248,-0.00409193177893273,-0.004824079617555612,-0.004420455783099536,-0.012169899683859727,0.0089281320507839,0.016122067484499448,-0.005196734812974581,-0.014044195934413329,-0.006621750936754955,-0.011827932294089535,0.14699897133461634,-0.003940012008282082,0.002881919062680949,0.020974994235276226,0.015880759426925076,-0.007549087981444409,-0.0008569679496776136,-0.009536815752626696,-0.004469410607341883,-0.006550598966525298,-0.0036048347069886555,-0.005168028860732491,-0.0033400446374196235,-0.005145098496947906,-0.004313706987365419,-0.006123086401390654,0.005239604740707999,-0.005106093880537891,0.012655561601516535,-0.003976443717601346
insert-node_BinaryOperator_If,-0.004907278616990854,0.022413425084708692,0.009634049809618175,-0.00030312574681483324,0.0024272350592608933,-0.05491865115327603,-0.0037512553235182675,-0.017235271668685936,-0.00973489154233943,-0.012528504293410958,0.008144655906049967,0.0023941872427441315,1.0,0.012023292607891317,0.014900856169439935,-0.00012073170147701763,0.006095279444779283,-0.0068541750033182,0.0033270404897497857,-0.0018934554045583502,-0.005973534954372261,0.01174018776382965,-0.0068541750033181935,0.00997369322543891,0.006651237834869878,-0.009307257601994126,0.0055426020324214976,-0.007383652982081628,0.006114773869908766,0.0014708709621670823,0.0041134972688894565,0.01871645119827612,0.029982879432113824,-0.022043726262465233,-0.002281094145697082,0.013414574769945955,-0.010725936187281257,-0.02101600603111623,-0.005958179066949321,-0.02391179056670163,-0.009307257601994091,-0.0006036326169179479,-0.001746169552250771,-0.004745620362577825,0.029168190210362786,0.027180891663973892,0.0020089726713083404,-0.0018148438786893249,-0.00725486804015735,0.002394187242744143,-0.005649832360166358
delete-node_Invocation_ConstructorCall,-0.009310046550357911,-0.016832901953640664,-0.0025274225484534112,-0.005211693785525944,-0.01881785552743904,0.051408552014309654,-0.008305361838319246,0.014608406043635658,0.00426180086795657,-0.009241696014746264,-0.005485443972006798,0.02361653749857344,0.012023292607891317,1.0,-0.004401145855453045,0.0535249847474742,-0.0038095921505149964,0.025496490957662033,-0.00812425926713076,-0.00778190163578542,-0.0030300877642067178,-0.0029491231264072,-0.0034767942214993597,-0.0031858958270803667,0.01450668127170895,-0.004721125362710137,-0.005996449208572972,-0.0037453730039326547,0.0101543269704275,-0.0047724057682081295,-0.004633825850974159,-0.006581148647616378,-0.008855801575873807,-0.010579053564689828,-0.005564662734636278,0.005450958056478488,-0.005440752962691611,0.005659106989454368,-0.006873341347761084,0.013481557970307092,0.016660782982897315,-0.002980042569937739,0.012362620352560357,-0.0024072255882075697,-0.007717310557556841,-0.003108960198818802,0.021389300877868594,0.012387167832021095,0.023701252378405712,-0.006692160523209708,0.03225529932512866
insert-node_Invocation_ConstructorCall,0.004518417058698661,0.0008562214792668508,0.00915961574803896,-0.004755692680508039,-0.011098231761688428,-0.051321454322883236,-0.0075786778979915655,-0.007977683879097077,0.019789834002356357,-0.00843308680469102,0.015177940107644153,-0.006106624856855736,0.014900856169439935,-0.004401145855453045,1.0,-0.0047128029054262855,-0.0034762689926719644,-0.0031725894711499216,-0.007413421033780906,-0.007101018243343194,-0.002764967934523547,-0.0026910873591849717,0.06027919995184872,-0.0029071434526305737,-0.008003619065791511,-0.004308046914336422,-0.0054717853319485935,-0.003417668749081607,0.0018650146472278732,-0.004354840501818006,-0.011651815760148562,0.010863567348169128,0.029798527067046856,-0.01724260674375736,-0.012193499116115258,-0.013694795195979919,0.01538246259913117,-0.00010538692094769679,0.009892874520840813,0.026323991150925027,-0.00430804691433639,-0.01073611009846574,-0.00857987251948516,-0.002196603557554392,0.0020194196015543334,-0.002836939365581185,0.02521812791916458,-0.0051259346965229005,0.02662460358820244,-0.006106624856855739,-0.0026151358334078815
delete-node_FieldRead_ConstructorCall,-0.011912977380639601,-0.006780091606691298,-0.003929586601856639,-0.005580747928221126,-0.011912977380639582,0.05471088369153842,0.002574581339825681,-0.009361715689231288,0.0028672686416157745,-0.009896125522720072,-0.005873883106327026,-0.0071660505225667635,-0.00012073170147701763,0.0535249847474742,-0.0047128029054262855,1.0,-0.004079359681568238,-0.003722995430462695,-0.008699560054600566,-0.008332959152769463,0.027804687825303348,-0.0031579585169555927,-0.003722995430462703,0.026125279179169677,0.023238366130368258,0.014926539318747649,-0.0064210740067588215,-0.004010593003403658,0.017584372031684514,-0.005110352737439343,-0.013673265080812002,0.007349507992962628,-0.009482904854186127,0.021326436294354056,0.007553450309048925,0.009906752385121394,0.011539180957009502,0.011119082359324683,0.006435742406577415,-0.005010195306699735,-0.005055441027634746,-0.0043884019348398185,-0.010068376786366184,-0.0025776877473999045,0.004026942497185293,-0.0033291140850726718,-0.010542231839677455,0.010810574635885237,-0.003940640638594682,-0.007166050522566745,-0.0030688303186885116
insert-node_Annotation_Parameter,-0.01861828286029847,0.0021448072640642057,0.01359978317066299,-0.00411648468397785,0.029444402806815963,-0.04076623898261409,-0.006560035222576858,-0.006905411200458827,0.009264933108705239,-0.007299603864742964,-0.004332707757753636,0.013865752600922928,0.006095279444779283,-0.0038095921505149964,-0.0034762689926719644,-0.004079359681568238,1.0,-0.002746164826853981,-0.006416990371669289,-0.006146577334397266,-0.0023933313018325896,-0.0023293809422832517,-0.0027461648268539704,-0.0025163971477656123,0.007780972793017847,-0.00372900654691367,-0.004736328023318548,-0.002958303239014448,-0.007994825946938677,-0.0037695106541210037,0.00019533988343216056,-0.005198156055548134,0.007577703296843253,-0.01346523999816746,-0.0006996969015909561,-0.014664449453396592,-0.004297408320962404,0.012071707111288741,-0.005428946049053953,0.033574544728845634,-0.003729006546913662,0.0018097634989060845,0.020079488838513498,-0.0019013602242435004,0.03312219583111302,-0.0024556291233144324,-0.007776186357302151,0.018316692721473713,-0.0029067048077561696,0.01386575260092291,-0.002263637986716002
delete-node_Annotation_Parameter,0.009326589569586562,-9.223545999186347e-05,0.01655243033850047,-0.003756877271024943,0.002746984934957618,0.037558779213502314,0.027981627904889846,0.009857238776562003,-0.0059002351318545665,-0.006661925879058223,-0.003954211553477424,-0.0048240796175556275,-0.0068541750033182,0.025496490957662033,-0.0031725894711499216,-0.003722995430462695,-0.002746164826853981,1.0,-0.005856415637726691,-0.005609625312605305,-0.0021842549311270124,-0.002125891140002048,-0.0025062656641604056,-0.0022965700045256177,-0.0063226571972270105,-0.0034032484061292862,0.019042683836484105,-0.0026998721124144114,-0.007296414827621883,-0.0034402141600266777,-0.009204640572106104,0.01657754440100554,-0.006383751813950798,-0.004828180493989036,0.02274578529314426,0.012265118934322064,-0.0039219958009745325,0.003246867371010467,-0.004954684781579812,-0.00874347381514283,0.026190215994994808,-0.008481256195015257,-0.006777882891562684,-0.001735261408427902,-0.010676175233054058,-0.002241110546421876,-0.0070968751310335025,-0.004049359125549686,-0.0026527812111973585,-0.004824079617555618,-0.0020658913502634955
delete-node_TypeAccess_Invocation,-0.011233442665243766,-0.008730194446540255,-0.0032493903306337023,0.002833347392455522,-0.011233442665243806,0.036116185646926285,-0.006640285284405459,0.01324391680422656,-0.013787137487690507,-0.0023128474777370034,-0.009239845044289288,-0.002196408037594594,0.0033270404897497857,-0.00812425926713076,-0.007413421033780906,-0.008699560054600566,-0.006416990371669289,-0.005856415637726691,1.0,-0.005277680365156864,-0.005103969989438089,-0.004967590744448632,-0.0058564156377266955,-0.005366417726567525,-0.0008329883116148295,0.004853399565074315,-0.010100597469578238,-0.006308817730343386,-0.004906011499612181,0.02996964456669417,-0.0020195501196494377,-0.0018591133952205097,-0.008010968418745362,0.022478329146506625,0.010183579790466335,0.007350465773745187,0.0019642330667795863,0.015656716624813324,0.023787473127834937,0.015359010943370825,0.004853399565074345,-0.00403310154668526,-0.009320272539105128,0.02097484208115341,-0.0037064904965796947,-0.0052368250651257985,-0.01658333794805497,-0.009462177312150554,-0.006198779958120749,-0.011272474308646701,0.016206984537175697
insert-node_TypeAccess_Invocation,0.021350206549501274,0.005676131486666686,0.020680061424842473,-0.008408794860521271,0.006504704971442324,-0.039053143736823503,-0.0057359638550949854,0.007770424175624893,-0.005432337112523283,0.012732671593231626,0.002661589690082271,0.00813216108106846,-0.0018934554045583502,-0.00778190163578542,-0.007101018243343194,-0.008332959152769463,-0.006146577334397266,-0.005609625312605305,-0.005277680365156864,1.0,-0.004888887848582326,-0.004758255647568699,-0.005609625312605292,-0.005140275994593206,-0.014151627404739797,0.0057370040363380085,-0.0096749566189904,-0.0060429631060961815,-0.003667412830982439,-0.0077000266607146275,0.025126269124815494,-0.01061833852903899,-0.014288371850206394,-0.007689998206412499,0.012532334210877875,0.0030077847581691944,0.0028270900229929634,-0.013410487572340417,-0.0018698092795987242,-0.01423815402314671,-0.007617288413238434,0.008452293194880799,-0.0015768653323271283,-0.0038839323619609934,0.02040494529391065,-0.005016144389372373,-0.009381928871240675,0.002181522681134476,-0.005937562343823396,-0.010797450373932595,-0.0046239616882006295
insert-node_TypeReference_Invocation,0.000281430561971152,-0.009106050809941703,0.007018426265387738,-0.0032741851042451878,-0.00726362471875737,0.03401915363209888,-0.0052177455421332074,0.013038087785546992,-0.0051421594549432795,0.011755981005830354,-0.0034461654276765692,-0.004204270857425248,-0.005973534954372261,-0.0030300877642067178,-0.002764967934523547,0.027804687825303348,-0.0023933313018325896,-0.0021842549311270124,-0.005103969989438089,-0.004888887848582326,1.0,-0.0018527517940298813,-0.0021842549311269985,-0.0020015014484683204,0.03143443087772342,-0.002965991283062252,-0.0037671984358711025,-0.002352986381006424,-0.0063589547966457155,-0.0029982075925253106,-0.008022007341990916,-0.004134528956918445,-0.005563552810106478,0.021312022804680406,-0.008394943882359245,0.0050421610381585335,-0.003418088828587064,0.008328719328250541,-0.004318095571871897,-0.007620092342566291,-0.0029659912830622566,-0.007391565040779273,-0.005907045027270383,-0.00151231106197306,-0.009304475870951298,-0.0019531675481268677,-0.006185052415720478,-0.0035290882225165313,-0.0023119458262617913,-0.004204270857425253,-0.0018004609142252851
delete-node_TypeReference_Invocation,0.0010898495262005126,0.03498350119633105,0.02223556116748336,-0.003186698129714239,-0.006661569579066381,-0.03816433486767904,-0.005078326188364288,-0.00534569241641037,0.015290292040859813,-0.005650849151454413,-0.003354083099585323,-0.00409193177893273,0.01174018776382965,-0.0029491231264072,-0.0026910873591849717,-0.0031579585169555927,-0.0023293809422832517,-0.002125891140002048,-0.004967590744448632,-0.004758255647568699,-0.0018527517940298813,1.0,-0.0021258911400020286,-0.0019480208721811645,-0.0053630710858251504,-0.0028867393178926923,0.023860023772445064,-0.00229011404696524,-0.0061890420706925235,-0.002918094800201606,-0.007807657471818338,-0.004024053397951909,-0.005414893407078713,-0.007410311882407197,-0.008170629062567153,-0.015703374479773314,-0.0033267567136423784,-0.0063477508393435635,-0.004202715070986713,0.0065033413395038505,-0.002886739317892685,-0.007194060733027042,0.01199525995420181,-0.0014719017646519748,-0.009055858148486445,-0.0019009784647069528,-0.006019786401143243,0.055279571845359476,-0.002250170105226071,-0.004091931778932745,-0.0017523521869750708
insert-node_VirtualElement_Annotation,0.00274698493495761,-0.006241266126114615,0.004130343780526337,-0.003756877271024938,0.009326589569586591,-0.038540053637101966,-0.005986964392396746,-0.0063021690538675006,0.01132672875677184,-0.006661925879058184,-0.0039542115534774,-0.004824079617555612,-0.0068541750033181935,-0.0034767942214993597,0.06027919995184872,-0.003722995430462703,-0.0027461648268539704,-0.0025062656641604056,-0.0058564156377266955,-0.005609625312605292,-0.0021842549311269985,-0.0021258911400020286,1.0,-0.002296570004525597,-0.006322657197227032,-0.003403248406129252,-0.004322572404600694,-0.0026998721124144058,0.006735152148573988,-0.00344021416002667,-0.009204640572106128,-0.004744056114757226,-0.006383751813950811,-0.011223121545629988,0.001160223923612334,-0.006201810452361078,-0.00392199580097453,0.0032468673710104976,0.015477005039367886,0.0030720313404555954,-0.0034032484061292767,0.0036782508946123036,-0.006777882891562726,0.056106785539168764,-0.010676175233053996,-0.0022411105464218693,0.007313023612181683,-0.004049359125549671,-0.0026527812111973395,-0.0048240796175555885,-0.002065891350263485
delete-node_VirtualElement_Annotation,-0.008392648711471759,-0.010280370766889561,-0.0075979845314233276,-0.0034425447288766483,-0.0012151504548466468,0.04105740921593939,0.01304162826054846,-0.005774875592612138,0.013385820148078325,-0.006104532079340961,-0.003623368334460685,-0.004420455783099536,0.00997369322543891,-0.0031858958270803667,-0.0029071434526305737,0.026125279179169677,-0.0025163971477656123,-0.0022965700045256177,-0.005366417726567525,-0.005140275994593206,-0.0020015014484683204,-0.0019480208721811645,-0.002296570004525597,1.0,-0.005793649522351765,-0.0031185034847789734,-0.003960908960591612,-0.002473977678461031,0.0239273177962794,0.028786593916464726,-0.008434501474695006,-0.004347127732202154,-0.005849632439969903,-0.0021918762154872888,-0.0088266145288977,0.003180900734376489,-0.0035938480278430228,0.006462628314242002,-0.004540133400051038,-0.00801191987998565,-0.0031185034847789664,-0.007771641632689434,-0.006210787134637138,-0.001590074570941956,-0.009782914937513147,-0.002053600035837669,0.009216247330245439,-0.0037105550454104986,-0.0024308268055237836,-0.004420455783099544,-0.0018930411789420014
